country_code,city_name,organization_type,stat_date(月),Daily Orders
MX,San Luis Potosi,KA,2024-03-01 / 2024-03-01,1284
MX,Leon,CKA,2024-03-01 / 2024-03-01,720
MX,Queretaro,CKA,2024-03-01 / 2024-03-01,1507
MX,San Luis Potosi,CKA,2024-03-01 / 2024-03-01,679
MX,Saltillo,DK,2024-03-01 / 2024-03-01,97
MX,Saltillo,KA,2024-03-01 / 2024-03-01,2332
MX,Monterrey,KA,2024-03-01 / 2024-03-01,16514
MX,Monterrey,DK,2024-03-01 / 2024-03-01,3215
MX,Mexico City,SME,2024-03-01 / 2024-03-01,18571
MX,Mexico City,CKA,2024-03-01 / 2024-03-01,11567
MX,Mexico City,KA,2024-03-01 / 2024-03-01,36514
MX,Mexico City,DK,2024-03-01 / 2024-03-01,2070
MX,Toluca,SME,2024-03-01 / 2024-03-01,1759
MX,Toluca,CKA,2024-03-01 / 2024-03-01,1067
MX,Toluca,KA,2024-03-01 / 2024-03-01,2632
MX,Toluca,DK,2024-03-01 / 2024-03-01,172
CO,Ibagué,SME,2024-03-01 / 2024-03-01,0
CO,Santa marta,SME,2024-03-01 / 2024-03-01,0
CO,Valledupar,SME,2024-03-01 / 2024-03-01,0
CO,Cúcuta,SME,2024-03-01 / 2024-03-01,56
CO,Villavicencio,SME,2024-03-01 / 2024-03-01,0
CO,Pereira,SME,2024-03-01 / 2024-03-01,0
CO,Cartagena,SME,2024-03-01 / 2024-03-01,82
CO,Manizales,SME,2024-03-01 / 2024-03-01,0
CO,Barranquilla,SME,2024-03-01 / 2024-03-01,1397
CO,Bucaramanga,SME,2024-03-01 / 2024-03-01,445
CO,Cali,SME,2024-03-01 / 2024-03-01,2431
CO,Villavicencio,DK,2024-03-01 / 2024-03-01,-
CO,Valledupar,DK,2024-03-01 / 2024-03-01,-
CO,Cúcuta,DK,2024-03-01 / 2024-03-01,3
CO,Manizales,DK,2024-03-01 / 2024-03-01,-
CO,Ibagué,DK,2024-03-01 / 2024-03-01,-
CO,Pereira,DK,2024-03-01 / 2024-03-01,0
CO,Valledupar,KA,2024-03-01 / 2024-03-01,0
CO,Medellín,SME,2024-03-01 / 2024-03-01,4364
CO,Bogotá D.C.,SME,2024-03-01 / 2024-03-01,4642
CO,Manizales,KA,2024-03-01 / 2024-03-01,0
CO,Ibagué,KA,2024-03-01 / 2024-03-01,0
CO,Santa marta,KA,2024-03-01 / 2024-03-01,0
CO,Cali,KA,2024-03-01 / 2024-03-01,2741
CO,Villavicencio,KA,2024-03-01 / 2024-03-01,0
CO,Pereira,KA,2024-03-01 / 2024-03-01,0
CO,Cartagena,DK,2024-03-01 / 2024-03-01,7
CO,Cúcuta,KA,2024-03-01 / 2024-03-01,133
CO,Santa marta,DK,2024-03-01 / 2024-03-01,0
CO,Bucaramanga,DK,2024-03-01 / 2024-03-01,80
CO,Barranquilla,KA,2024-03-01 / 2024-03-01,1511
CO,Barranquilla,DK,2024-03-01 / 2024-03-01,648
CO,Cali,DK,2024-03-01 / 2024-03-01,314
CO,Bogotá D.C.,DK,2024-03-01 / 2024-03-01,1419
CO,Medellín,DK,2024-03-01 / 2024-03-01,842
CO,Medellín,KA,2024-03-01 / 2024-03-01,4465
CO,Bogotá D.C.,KA,2024-03-01 / 2024-03-01,6252
CO,Cartagena,KA,2024-03-01 / 2024-03-01,218
CO,Bucaramanga,KA,2024-03-01 / 2024-03-01,433
CO,Valledupar,CKA,2024-03-01 / 2024-03-01,0
CO,Santa marta,CKA,2024-03-01 / 2024-03-01,-
CO,Villavicencio,CKA,2024-03-01 / 2024-03-01,0
CO,Cúcuta,CKA,2024-03-01 / 2024-03-01,4
CO,Barranquilla,CKA,2024-03-01 / 2024-03-01,851
CO,Bucaramanga,CKA,2024-03-01 / 2024-03-01,278
CO,Manizales,CKA,2024-03-01 / 2024-03-01,0
CO,Medellín,CKA,2024-03-01 / 2024-03-01,4110
CO,Cartagena,CKA,2024-03-01 / 2024-03-01,31
CO,Ibagué,CKA,2024-03-01 / 2024-03-01,0
CO,Cali,CKA,2024-03-01 / 2024-03-01,1315
CO,Pereira,CKA,2024-03-01 / 2024-03-01,0
CO,Bogotá D.C.,CKA,2024-03-01 / 2024-03-01,5561
CR,Liberia,SME,2024-03-01 / 2024-03-01,-
CR,Limon,SME,2024-03-01 / 2024-03-01,-
CR,Liberia,CKA,2024-03-01 / 2024-03-01,-
CR,Limon,KA,2024-03-01 / 2024-03-01,-
CR,Liberia,KA,2024-03-01 / 2024-03-01,-
CR,San Jose,SME,2024-03-01 / 2024-03-01,2219
CR,Limon,CKA,2024-03-01 / 2024-03-01,-
CR,San Jose,KA,2024-03-01 / 2024-03-01,7689
CR,San Jose,CKA,2024-03-01 / 2024-03-01,2164
PE,Arequipa,SME,2024-03-01 / 2024-03-01,-
PE,Trujillo,SME,2024-03-01 / 2024-03-01,-
PE,Lima,SME,2024-03-01 / 2024-03-01,2211
PE,Lima,KA,2024-03-01 / 2024-03-01,2891
PE,Trujillo,KA,2024-03-01 / 2024-03-01,-
PE,Arequipa,KA,2024-03-01 / 2024-03-01,-
PE,Lima,DK,2024-03-01 / 2024-03-01,770
PE,Arequipa,CKA,2024-03-01 / 2024-03-01,-
PE,Trujillo,CKA,2024-03-01 / 2024-03-01,-
PE,Lima,CKA,2024-03-01 / 2024-03-01,1201
